member_number,member_name,payment_date,amount,payment_type,period,notes
15,,22/03/2018,500,,,
15,,25/04/2018,1000,,,
15,,8/7/2018,1000,,,
15,,22/07/2018,500,,,
15,,3/9/2018,500,,,
15,,2/10/2018,500,,,
15,,22/10/2018,500,,,
15,,13/11/2018,500,,,
16,,1/3/2018,500,,,
16,,1/4/2018,500,,,
16,,3/7/2018,500,,,
16,,1/10/2018,5500,,,
16,,29/10/2018,5500,,,
16,,3/12/2018,5500,,,
16,,2/1/2019,5500,,,
17,,1/3/2018,500,,,
17,,1/4/2018,500,,,
17,,3/7/2018,500,,,
17,,29/10/2018,6000,,,
17,,3/12/2018,3000,,,
17,,2/1/2019,3000,,,
18,,2/2/2018,500,,,
18,,27/02/2018,500,,,
18,,3/4/2018,500,,,
18,,1/5/2018,500,,,
18,,29/05/2018,500,,,
18,,27/6+5/7/18,1000,,,
18,,26/07/2018,500,,,
18,,5/9/2018,500,,,
18,,3/10/2018,500,,,
18,,5/11/2018,500,,,
18,,1/12/2018,500,,,
18,,3/1/2019,500,,,
19,,18/11/2018,8000,,,
21,,1/3/2018,500,,,
21,,1/4/2018,500,,,
21,,3/7/2018,500,,,
21,,1/10/2018,1500,,,
21,,29/10/2018,1500,,,
21,,3/12/2018,1500,,,
21,,2/1/2019,1500,,,
22,,1/3/2018,500,,,
22,,1/4/2018,500,,,
22,,3/7/2018,500,,,
22,,1/10/2018,1500,,,
22,,29/10/2018,1500,,,
22,,3/12/2018,1500,,,
22,,2/1/2019,1500,,,
29,,2/2/2018,1000,,,
29,,2/3/2018,1000,,,
29,,1/4/2018,1000,,,
29,,1/5/2018,1000,,,
29,,1/6/2018,1000,,,
29,,1/7/2018,1000,,,
29,,4/8/2018,1000,,,
29,,27/09/2018,500,,,
29,,4/11/2018,1000,,,
29,,5/12/2018,1000,,,
30,,2/2/2018,500,,,
30,,2/3/2018,500,,,
30,,1/4/2018,500,,,
30,,1/5/2018,500,,,
30,,1/6/2018,500,,,
30,,1/7/2018,500,,,
30,,4/8/2018,500,,,
30,,27/09/2018,500,,,
30,,4/11/2018,1000,,,
30,,5/12/2018,1000,,,
31,,2/2/2018,500,,,
31,,2/3/2018,500,,,
31,,1/4/2018,500,,,
31,,1/5/2018,500,,,
31,,1/6/2018,500,,,
31,,1/7/2018,500,,,
31,,4/8/2018,500,,,
31,,27/09/2018,500,,,
31,,4/11/2018,1000,,,
31,,5/12/2018,1000,,,
32,,2/2/2018,500,,,
32,,2/3/2018,500,,,
32,,1/4/2018,500,,,
32,,1/5/2018,500,,,
32,,1/6/2018,500,,,
32,,1/7/2018,500,,,
32,,4/8/2018,500,,,
32,,27/09/2018,500,,,
32,,4/11/2018,1500,,,
32,,5/12/2018,1500,,,
33,,2/2/2018,500,,,
33,,2/3/2018,500,,,
33,,1/4/2018,500,,,
33,,1/5/2018,500,,,
33,,1/6/2018,500,,,
33,,1/7/2018,500,,,
33,,4/8/2018,500,,,
33,,27/09/2018,500,,,
33,,4/11/2018,1000,,,
33,,5/12/2018,1000,,,
34,,2/2/2018,500,,,
34,,2/3/2018,500,,,
34,,1/4/2018,500,,,
34,,1/5/2018,500,,,
34,,1/6/2018,500,,,
34,,1/7/2018,500,,,
34,,4/8/2018,500,,,
34,,27/09/2018,500,,,
34,,4/11/2018,1000,,,
34,,5/12/2018,1000,,,
23,,31/01/2018,2000,,,
23,,28/02/2018,2000,,,
23,,28/03/2018,2000,,,
23,,29/04/2018,2000,,,
23,,28/05/2018,2000,,,
23,,24/06/2018,2000,,,
23,,16/07/2018,2000,,,
23,,26/08/2018,2000,,,
23,,30/09/2018,2000,,,
23,,28/10/2018,2000,,,
23,,28/11/2018,2000,,,
23,,30/12/2018,2000,,,
24,,31/01/2018,1000,,,
24,,28/02/2018,1000,,,
24,,28/03/2018,1000,,,
24,,29/04/2018,1000,,,
24,,28/05/2018,1000,,,
24,,24/06/2018,1000,,,
24,,16/07/2018,1000,,,
24,,26/08/2018,1000,,,
24,,30/09/2018,1000,,,
24,,28/10/2018,1000,,,
24,,28/11/2018,1000,,,
24,,30/12/2018,1000,,,
25,,31/01/2018,1000,,,
25,,28/02/2018,1000,,,
25,,28/03/2018,1000,,,
25,,29/04/2018,1000,,,
25,,28/05/2018,1000,,,
25,,24/06/2018,1000,,,
25,,16/07/2018,1000,,,
25,,26/08/2018,1000,,,
25,,30/09/2018,1000,,,
25,,28/10/2018,1000,,,
25,,28/11/2018,1000,,,
25,,30/12/2018,1000,,,
26,,31/01/2018,1000,,,
26,,28/02/2018,1000,,,
26,,28/03/2018,1000,,,
26,,29/04/2018,1000,,,
26,,28/05/2018,1000,,,
26,,24/06/2018,1000,,,
26,,16/07/2018,1000,,,
26,,26/08/2018,1000,,,
26,,30/09/2018,1000,,,
26,,28/10/2018,1000,,,
26,,28/11/2018,1000,,,
26,,30/12/2018,1000,,,
27,,31/01/2018,1000,,,
27,,28/02/2018,1000,,,
27,,28/03/2018,1000,,,
27,,29/04/2018,1000,,,
27,,28/05/2018,1000,,,
27,,24/06/2018,1000,,,
27,,16/07/2018,1000,,,
27,,26/08/2018,1000,,,
27,,30/09/2018,1000,,,
27,,28/10/2018,1000,,,
27,,28/11/2018,1000,,,
27,,30/12/2018,1000,,,
28,,31/01/2018,1000,,,
28,,28/02/2018,1000,,,
28,,28/03/2018,1000,,,
28,,29/04/2018,1000,,,
28,,28/05/2018,1000,,,
28,,24/06/2018,1000,,,
28,,16/07/2018,1000,,,
28,,26/08/2018,1000,,,
28,,30/09/2018,1000,,,
28,,28/10/2018,1000,,,
28,,28/11/2018,1000,,,
28,,30/12/2018,1000,,,
35,,2/2/2018,3000,,,
35,,1/3/2018,3000,,,
35,,1/4/2018,3000,,,
35,,26/04/2018,3000,,,
35,,3/6/2018,3000,,,
35,,1/7/2018,3000,,,
35,,25/07/2018,3000,,,
35,,30/08/2018,3000,,,
35,,30/09/2018,3000,,,
35,,4/11/2018,3000,,,
35,,6/12/2018,10500,,,
35,,30/12/2018,10500,,,
36,,2/9/2018,2500,,,
36,,6/12/2018,1500,,,
36,,30/12/2018,1500,,,
37,,28/01/2018,1000,,,
37,,28/02/2018,1000,,,
37,,27/03/2018,1000,,,
37,,26/04/2018,1000,,,
37,,27/05/2018,1000,,,
37,,27/06/2018,1000,,,
37,,26/07/2018,1000,,,
37,,27/09/2018,2000,,,
37,,29/10/2018,2000,,,
37,,28/11/2018,2000,,,
37,,27/12/2018,1000,,,
38,,2/2/2018,500,,,
38,,27/02/2018,500,,,
38,,3/4/2018,500,,,
38,,1/5/2018,500,,,
38,,29/05/2018,500,,,
38,,27/6+5/7/18,1000,,,
38,,26/07/2018,500,,,
38,,5/9/2018,500,,,
38,,3/10/2018,500,,,
38,,5/11/2018,500,,,
38,,1/12/2018,500,,,
38,,3/1/2019,500,,,
39,,2/2/2018,1000,,,
39,,5/3/2018,1000,,,
39,,28/03/2018,1000,,,
39,,4/5/2018,1000,,,
39,,5/6/2018,1000,,,
39,,6/7/2018,1000,,,
39,,3/8/2018,1000,,,
39,,3/9/2018,1000,,,
39,,4/10/2018,1000,,,
39,,3/11/2018,1000,,,
39,,5/12/2018,1000,,,
39,,1/1/2019,1000,,,
40,,2/2/2018,500,,,
40,,5/3/2018,1000,,,
40,,28/03/2018,1000,,,
40,,4/5/2018,1000,,,
40,,5/6/2018,1000,,,
40,,6/7/2018,1000,,,
40,,3/8/2018,1000,,,
40,,3/9/2018,1000,,,
40,,4/10/2018,1000,,,
40,,3/11/2018,1000,,,
40,,5/12/2018,1000,,,
40,,1/1/2019,1000,,,
41,,2/2/2018,1000,,,
41,,5/3/2018,1000,,,
41,,28/03/2018,1000,,,
41,,4/5/2018,1000,,,
41,,6/7/2018,2000,,,
41,,3/8/2018,1000,,,
41,,3/9/2018,1000,,,
41,,4/10/2018,1000,,,
41,,3/11/2018,1000,,,
41,,5/12/2018,1000,,,
41,,1/1/2019,1000,,,
42,,5/2/2018,3000,,,
42,,27/02/2018,3000,,,
42,,30/03/2018,3000,,,
42,,29/04/2018,3000,,,
42,,2/6/2018,3000,,,
42,,28/06/2018,3000,,,
42,,28/07/2018,3000,,,
42,,1/9/2018,3000,,,
42,,26/09/2018,2000,,,
42,,26/10/2018,3000,,,
42,,26/11/2018,3000,,,
42,,27/12/2018,3000,,,
43,,5/2/2018,3000,,,
43,,27/02/2018,3000,,,
43,,30/03/2018,3000,,,
43,,29/04/2018,3000,,,
43,,2/6/2018,3000,,,
43,,28/06/2018,3000,,,
43,,28/07/2018,3000,,,
43,,1/9/2018,3000,,,
43,,26/09/2018,2000,,,
43,,26/10/2018,3000,,,
43,,26/11/2018,3000,,,
43,,27/12/2018,3000,,,
44,,5/2/2018,3000,,,
44,,27/02/2018,5000,,,
44,,30/03/2018,5000,,,
44,,29/04/2018,5000,,,
44,,2/6/2018,5000,,,
44,,28/06/2018,2000,,,
44,,28/07/2018,1000,,,
44,,1/9/2018,1000,,,
44,,26/09/2018,1000,,,
44,,26/10/2018,5000,,,
44,,26/11/2018,5000,,,
44,,27/12/2018,5000,,,
46,,2/2/2018,500,,,
46,,5/3/2018,500,,,
46,,17/03/2018,500,,,
46,,4/5/2018,500,,,
46,,5/6/2018,500,,,
46,,6/7/2018,500,,,
46,,3/8/2018,500,,,
46,,3/9/2018,500,,,
46,,4/10/2018,500,,,
46,,3/11/2018,500,,,
46,,5/12/2018,500,,,
46,,1/1/2019,500,,,
48,,31/01/2018,3500,,,
48,,25/02/2018,3500,,,
48,,25/03/2018,3500,,,
48,,25/04/2018,3500,,,
48,,24/05/2018,3500,,,
48,,25/06/2018,3500,,,
48,,25/07/2018,3500,,,
48,,26/08/2018,3500,,,
48,,26/09/2018,3500,,,
48,,25/10/2018,3500,,,
48,,25/11/2018,3500,,,
48,,25/12/2018,3500,,,
49,,2/2/2018,2000,,,
49,,5/3/2018,2000,,,
49,,2/4/2018,2000,,,
49,,4/5/2018,12000,,,
49,,5/6/2018,2000,,,
49,,6/7/2018,2000,,,
49,,3/8/2018,2000,,,
49,,3/9/2018,2000,,,
49,,4/10/2018,2000,,,
49,,3/11/2018,2000,,,
49,,5/12/2018,2000,,,
49,,1/1/2019,2000,,,
50,,2/2/2018,500,,,
50,,5/3/2018,500,,,
50,,17/03/2018,500,,,
50,,4/5/2018,500,,,
50,,5/6/2018,500,,,
50,,6/7/2018,500,,,
50,,3/8/2018,500,,,
50,,3/9/2018,500,,,
50,,4/10/2018,500,,,
50,,3/11/2018,500,,,
50,,5/12/2018,500,,,
50,,1/1/2019,1000,,,
51,,2/9/2018,5000,,,
52,,2/2/2018,1000,,,
52,,5/3/2018,1000,,,
52,,28/03/2018,1000,,,
52,,4/5/2018,1000,,,
52,,6/7/2018,2000,,,
52,,3/8/2018,1000,,,
52,,3/9/2018,1000,,,
52,,4/10/2018,1000,,,
52,,3/11/2018,1000,,,
52,,5/12/2018,1000,,,
52,,1/1/2019,1000,,,
53,,6/12/2018,6000,,,
53,,30/12/2018,500,,,
54,,6/12/2018,10500,,,
54,,30/12/2018,10500,,,
1,,14/01/2019,3000,,,
1,,2/3/2019,3000,,,
1,,5/5/2019,1500,,,
1,,21/05/2019,1500,,,
1,,23/06/2019,1500,,,
1,,28/07/2019,1500,,,
1,,1/9/2019,1500,,,
1,,1/10/2019,1500,,,
1,,31/10/2019,1500,,,
1,,3/12/2019,1500,,,
1,,3/1/2020,1500,,,
2,,3/2/2019,3000,,,
2,,2/3/2019,3000,,,
2,,5/4/2019,3000,,,
2,,5/5/2019,3000,,,
2,,21/05/2019,3000,,,
2,,23/06/2019,3000,,,
2,,28/07/2019,3000,,,
2,,1/9/2019,3000,,,
2,,1/10/2019,6000,,,
2,,31/10/2019,2500,,,
3,,3/2/2019,3000,,,
3,,5/3/2019,5000,,,
3,,5/4/2019,5000,,,
3,,5/5/2019,3000,,,
3,,21/05/2019,1000,,,
3,,29/06/2019,5000,,,
3,,4/8/2019,3000,,,
3,,1/9/2019,8000,,,
3,,1/10/2019,10500,,,
3,,31/10/2019,10500,,,
3,,30/11/2019,1500,,,
3,,3/1/2020,1500,,,
4,,3/2/2019,500,,,
4,,2/3/2019,500,,,
4,,5/4/2019,500,,,
4,,5/5/2019,500,,,
4,,21/05/2019,500,,,
4,,23/06/2019,500,,,
4,,28/07/2019,500,,,
4,,1/9/2019,500,,,
4,,31/10/2019,1500,,,
4,,3/12/2019,1500,,,
4,,3/1/2020,1500,,,
5,,3/2/2019,1500,,,
5,,5/3/2019,2000,,,
5,,5/4/2019,2000,,,
5,,5/5/2019,1000,,,
5,,21/05/2019,1000,,,
5,,23/06/2019,1000,,,
5,,4/8/2019,1500,,,
5,,1/9/2019,1500,,,
5,,1/10/2019,10500,,,
5,,31/10/2019,1500,,,
5,,3/1/2020,1500,,,
6,,3/2/2019,500,,,
6,,2/3/2019,500,,,
6,,5/4/2019,500,,,
6,,5/5/2019,500,,,
6,,21/05/2019,500,,,
6,,23/06/2019,500,,,
6,,28/07/2019,500,,,
6,,1/9/2019,500,,,
6,,31/10/2019,1500,,,
6,,3/12/2019,1500,,,
6,,3/1/2020,1500,,,
7,,3/2/2019,500,,,
7,,2/3/2019,500,,,
7,,5/4/2019,500,,,
7,,5/5/2019,500,,,
7,,21/05/2019,500,,,
7,,23/06/2019,500,,,
7,,28/07/2019,1500,,,
7,,1/9/2019,1500,,,
7,,1/10/2019,1500,,,
7,,31/10/2019,1500,,,
7,,3/12/2019,1500,,,
7,,3/1/2020,1500,,,
8,,3/2/2019,500,,,
8,,2/3/2019,500,,,
8,,5/4/2019,500,,,
8,,5/5/2019,500,,,
8,,21/05/2019,500,,,
8,,23/06/2019,500,,,
8,,28/07/2019,500,,,
8,,1/9/2019,500,,,
8,,1/10/2019,6000,,,
10,,3/2/2019,500,,,
10,,2/3/2019,500,,,
10,,5/4/2019,500,,,
10,,5/5/2019,500,,,
10,,21/05/2019,500,,,
10,,23/06/2019,500,,,
10,,28/07/2019,500,,,
10,,1/9/2019,500,,,
11,,2/2/2019,4000,,,
11,,1/3/2019,4000,,,
11,,5/4/2019,4000,,,
11,,9/5/2019,16000,,,
11,,2/11/2019,4000,,,
11,,26/11/2019,4000,,,
11,,12/1/2020,4000,,,
12,,3/2/2019,500,,,
12,,2/3/2019,500,,,
12,,5/4/2019,500,,,
12,,5/5/2019,500,,,
12,,21/05/2019,500,,,
12,,23/06/2019,500,,,
12,,11/7/2019,500,,,
12,,1/9/2019,1000,,,
12,,1/10/2019,1000,,,
12,,31/10/2019,1000,,,
12,,3/12/2019,1000,,,
12,,3/1/2020,1000,,,
13,,28/01/2019,10500,,,
13,,6/2/2019,10500,,,
13,,30/04/2019,1500,,,
13,,28/05/2019,1500,,,
13,,26/06/2019,1500,,,
13,,28/07/2019,1500,,,
13,,27/08/2019,1500,,,
13,,26/09/2019,1500,,,
13,,28/10/2019,1500,,,
13,,26/11/2019,1500,,,
13,,26/11/2019,1500,,,
14,,"11,20/2-3/3",6000,,,
14,,2/4/2019,2000,,,
14,,30/05/2019,2000,,,
14,,3/7/2019,2000,,,
14,,5/8/2019,5000,,,
14,,5/9/2019,2000,,,
14,,6/10/2019,2000,,,
14,,30/10/2019,2000,,,
14,,6/12/2019,2000,,,
14,,29/11/2019,2000,,,
15,,"11,20/2-3/3",1500,,,
15,,2/4/2019,500,,,
15,,30/05/2019,500,,,
15,,3/7/2019,500,,,
15,,5/8/2019,3500,,,
15,,6/10/2019,1000,,,
15,,30/10/2019,1000,,,
15,,6/12/2019,1000,,,
15,,29/11/2019,1000,,,
16,,4/2/2019,5500,,,
16,,4/3/2019,5500,,,
16,,3/4/2019,5500,,,
16,,2/5/2019,5500,,,
16,,1/7/2019,5500,,,
16,,25/08/2019,5500,,,
16,,2/10/2019,5500,,,
16,,3/11/2019,5500,,,
16,,3/12/2019,5500,,,
17,,4/2/2019,3000,,,
17,,4/3/2019,3000,,,
17,,3/4/2019,3000,,,
17,,2/5/2019,3000,,,
17,,1/7/2019,3000,,,
17,,25/08/2019,3000,,,
17,,2/10/2019,3000,,,
17,,3/11/2019,3000,,,
17,,3/12/2019,3000,,,
18,,28/01/2019,500,,,
18,,2/3/2019,500,,,
18,,4/4/2019,500,,,
18,,30/04/2019,500,,,
18,,1/7/2019,1000,,,
18,,3/8/2019,500,,,
18,,5/9/2019,500,,,
18,,5/10/2019,500,,,
18,,5/11/2019,500,,,
18,,4/12/2019,500,,,
18,,28/11/2019,500,,,
19,,15/09/2019,2000,,,
21,,4/2/2019,1500,,,
21,,4/3/2019,1500,,,
21,,3/4/2019,1500,,,
21,,2/5/2019,1500,,,
21,,1/7/2019,1500,,,
21,,25/08/2019,1500,,,
21,,2/10/2019,1500,,,
21,,3/11/2019,1500,,,
21,,3/12/2019,1500,,,
22,,4/2/2019,1500,,,
22,,4/3/2019,1500,,,
22,,3/4/2019,1500,,,
22,,2/5/2019,1500,,,
22,,1/7/2019,1500,,,
22,,25/08/2019,1500,,,
22,,2/10/2019,1500,,,
22,,3/11/2019,1500,,,
22,,3/12/2019,1500,,,
29,,5/2/2019,1000,,,
29,,28/03/2019,1000,,,
29,,5/5/2019,1000,,,
29,,5/6/2019,1000,,,
29,,2/7/2019,1000,,,
29,,5/8/2019,1000,,,
29,,5/9/2019,1000,,,
29,,5/10/2019,1000,,,
29,,31/10/2019,1000,,,
29,,5/12/2019,1000,,,
29,,5/1/2020,1500,,,
30,,5/2/2019,1000,,,
30,,28/03/2019,1000,,,
30,,5/5/2019,1000,,,
30,,5/6/2019,1000,,,
30,,2/7/2019,1000,,,
30,,5/8/2019,1000,,,
30,,5/9/2019,1000,,,
30,,5/10/2019,500,,,
30,,31/10/2019,500,,,
30,,5/12/2019,500,,,
31,,5/2/2019,1000,,,
31,,28/03/2019,1000,,,
31,,5/5/2019,1000,,,
31,,5/6/2019,1000,,,
31,,2/7/2019,1000,,,
31,,5/8/2019,1000,,,
31,,5/9/2019,1000,,,
31,,5/10/2019,500,,,
31,,31/10/2019,500,,,
31,,5/12/2019,500,,,
32,,5/2/2019,1500,,,
32,,28/03/2019,1500,,,
32,,5/5/2019,1500,,,
32,,5/6/2019,1500,,,
32,,2/7/2019,1500,,,
32,,5/8/2019,1500,,,
32,,5/9/2019,1500,,,
32,,5/10/2019,1500,,,
32,,31/10/2019,1500,,,
32,,5/12/2019,1500,,,
33,,5/2/2019,1000,,,
33,,28/03/2019,1000,,,
33,,5/5/2019,1000,,,
33,,5/6/2019,1000,,,
33,,2/7/2019,1000,,,
33,,5/8/2019,1000,,,
33,,5/9/2019,1000,,,
33,,5/10/2019,500,,,
33,,31/10/2019,500,,,
33,,5/12/2019,500,,,
34,,5/2/2019,1000,,,
34,,28/03/2019,1000,,,
34,,5/5/2019,1000,,,
34,,5/6/2019,1000,,,
34,,2/7/2019,1000,,,
34,,5/8/2019,1000,,,
34,,5/9/2019,1000,,,
34,,5/10/2019,500,,,
34,,31/10/2019,500,,,
34,,5/12/2019,500,,,
34,,5/1/2020,1500,,,
23,,28/01/2019,2000,,,
23,,27/02/2019,2000,,,
23,,28/03/2019,2000,,,
23,,28/04/2019,2000,,,
23,,28/05/2019,2000,,,
23,,30/06/2019,2000,,,
23,,4/8/2019,2000,,,
23,,28/08/2019,2000,,,
23,,29/09/2019,1000,,,
23,,28/10/2019,2000,,,
23,,24/11/2019,2000,,,
23,,1/1/2020,2000,,,
24,,28/01/2019,1000,,,
24,,27/02/2019,1000,,,
24,,28/03/2019,1000,,,
24,,28/04/2019,1000,,,
24,,28/05/2019,1000,,,
24,,30/06/2019,1000,,,
24,,4/8/2019,1000,,,
24,,28/08/2019,1000,,,
24,,29/09/2019,500,,,
24,,28/10/2019,1000,,,
24,,24/11/2019,1000,,,
24,,1/1/2020,1000,,,
25,,28/01/2019,1000,,,
25,,27/02/2019,1000,,,
25,,28/03/2019,1000,,,
25,,28/04/2019,1000,,,
25,,28/05/2019,1000,,,
25,,30/06/2019,1000,,,
25,,4/8/2019,1000,,,
25,,28/08/2019,1000,,,
25,,29/09/2019,500,,,
25,,28/10/2019,1000,,,
25,,24/11/2019,1000,,,
25,,1/1/2020,1000,,,
26,,28/01/2019,1000,,,
26,,27/02/2019,1000,,,
26,,28/03/2019,1000,,,
26,,28/04/2019,1000,,,
26,,28/05/2019,1000,,,
26,,30/06/2019,1000,,,
26,,4/8/2019,1000,,,
26,,28/08/2019,1000,,,
26,,29/09/2019,500,,,
26,,28/10/2019,1000,,,
26,,24/11/2019,1000,,,
26,,1/1/2020,1000,,,
27,,28/01/2019,1000,,,
27,,27/02/2019,1000,,,
27,,28/03/2019,1000,,,
27,,28/04/2019,1000,,,
27,,28/05/2019,1000,,,
27,,30/06/2019,1000,,,
27,,4/8/2019,1000,,,
27,,28/08/2019,1000,,,
27,,29/09/2019,500,,,
27,,28/10/2019,1000,,,
27,,24/11/2019,1000,,,
27,,1/1/2020,1000,,,
28,,28/01/2019,1000,,,
28,,27/02/2019,1000,,,
28,,28/03/2019,1000,,,
28,,28/04/2019,1000,,,
28,,28/05/2019,1000,,,
28,,30/06/2019,1000,,,
28,,4/8/2019,1000,,,
28,,28/08/2019,1000,,,
28,,29/09/2019,500,,,
28,,28/10/2019,1000,,,
28,,24/11/2019,1000,,,
28,,1/1/2020,1000,,,
35,,4/2/2019,1000,,,
35,,26/02/2019,500,,,
35,,2/4/2019,500,,,
35,,28/04/2019,10500,,,
35,,30/05/2019,500,,,
35,,30/06/2019,10500,,,
35,,30/07/2019,500,,,
35,,27/08/2019,500,,,
35,,29/09/2019,500,,,
35,,1/12/2019,500,,,
35,,29/11/2019,500,,,
36,,4/2/2019,1500,,,
36,,26/02/2019,1500,,,
36,,2/4/2019,1500,,,
36,,28/04/2019,1500,,,
36,,30/05/2019,1500,,,
36,,30/06/2019,1500,,,
36,,30/07/2019,1500,,,
36,,27/08/2019,1500,,,
36,,29/09/2019,1500,,,
36,,1/12/2019,1500,,,
36,,29/11/2019,1500,,,
37,,27/01/2019,1000,,,
37,,28/02/2019,1000,,,
37,,27/03/2019,1000,,,
37,,28/04/2019,1000,,,
37,,27/05/2019,1000,,,
37,,28/07/2019,1000,,,
37,,28/08/2019,1000,,,
37,,27/09/2019,1000,,,
37,,3/11/2019,7500,,,
37,,28/11/2019,1000,,,
37,,26/11/2019,1000,,,
38,,28/01/2019,500,,,
38,,2/3/2019,500,,,
38,,4/4/2019,500,,,
38,,30/04/2019,500,,,
38,,1/7/2019,1000,,,
38,,3/8/2019,500,,,
38,,5/9/2019,500,,,
38,,5/10/2019,500,,,
38,,5/11/2019,500,,,
38,,4/12/2019,500,,,
38,,28/11/2019,500,,,
39,,3/2/2019,1000,,,
39,,2/3/2019,1000,,,
39,,5/4/2019,1000,,,
39,,5/5/2019,1000,,,
39,,21/05/2019,1000,,,
39,,23/06/2019,1000,,,
39,,4/8/2019,1000,,,
39,,1/9/2019,1000,,,
39,,1/10/2019,1000,,,
39,,31/10/2019,1000,,,
39,,3/12/2019,1000,,,
39,,3/1/2020,1000,,,
40,,3/2/2019,1000,,,
40,,2/3/2019,1000,,,
40,,5/4/2019,1000,,,
40,,5/5/2019,1000,,,
40,,21/05/2019,1000,,,
40,,23/06/2019,1000,,,
40,,4/8/2019,1000,,,
40,,1/9/2019,1000,,,
40,,1/10/2019,1000,,,
40,,31/10/2019,1000,,,
40,,3/12/2019,1000,,,
40,,3/1/2020,1000,,,
41,,5/2/2019,1000,,,
41,,2/3/2019,1000,,,
41,,5/4/2019,1000,,,
41,,5/5/2019,1000,,,
41,,21/05/2019,1000,,,
41,,23/06/2019,1000,,,
41,,4/8/2019,1000,,,
41,,1/9/2019,1000,,,
41,,1/10/2019,1000,,,
41,,31/10/2019,1000,,,
41,,3/12/2019,1000,,,
41,,3/1/2020,1000,,,
42,,1/2/2019,3000,,,
42,,5/3/2019,4000,,,
42,,26/03/2019,3000,,,
42,,26/04/2019,3000,,,
42,,24/05/2019,2500,,,
42,,26/06/2019,2500,,,
42,,30/07/2019,2500,,,
42,,29/08/2019,2500,,,
42,,27/09/2019,2500,,,
42,,1/11/2019,2500,,,
42,,30/11/2019,2500,,,
42,,28/11/2019,2500,,,
43,,1/2/2019,3000,,,
43,,5/3/2019,5000,,,
43,,26/03/2019,4000,,,
43,,22/04/2019,3000,,,
43,,24/05/2019,5500,,,
43,,26/06/2019,5500,,,
43,,30/07/2019,5500,,,
43,,29/08/2019,5500,,,
43,,27/09/2019,5500,,,
43,,1/11/2019,5500,,,
43,,30/11/2019,5500,,,
43,,28/11/2019,5500,,,
44,,1/2/2019,5000,,,
44,,5/3/2019,5000,,,
44,,26/03/2019,5000,,,
44,,26/04/2019,3000,,,
44,,24/05/2019,3000,,,
44,,26/06/2019,3000,,,
44,,14/07/2019,8000,,,
44,,30/7+31/8/19,11000,,,
44,,5/10/2019,4000,,,
44,,1/11/2019,4000,,,
44,,30/11/2019,4000,,,
44,,28/11/2019,4000,,,
46,,3/2/2019,500,,,
46,,2/3/2019,500,,,
46,,5/4/2019,500,,,
46,,5/5/2019,500,,,
46,,21/05/2019,500,,,
46,,23/06/2019,500,,,
46,,11/7/2019,500,,,
46,,1/9/2019,500,,,
46,,1/10/2019,500,,,
46,,31/10/2019,500,,,
46,,3/12/2019,500,,,
46,,3/1/2020,500,,,
48,,24/01/2019,3500,,,
48,,25/02/2019,3500,,,
48,,24/03/2019,3500,,,
48,,25/04/2019,3500,,,
48,,23/05/2019,3500,,,
48,,25/06/2019,3500,,,
48,,25/07/2019,3500,,,
48,,25/08/2019,3500,,,
48,,25/09/2019,3500,,,
48,,24/10/2019,3500,,,
48,,25/11/2019,3500,,,
48,,25/12/2019,2000,,,
49,,3/2/2019,2000,,,
49,,2/3/2019,2000,,,
49,,5/4/2019,2000,,,
49,,5/5/2019,2000,,,
49,,21/05/2019,2000,,,
49,,23/06/2019,2000,,,
49,,28/07/2019,2000,,,
49,,1/9/2019,2000,,,
49,,1/10/2019,2000,,,
49,,31/10/2019,2000,,,
49,,3/12/2019,2000,,,
49,,3/1/2020,2000,,,
50,,3/2/2019,1000,,,
50,,2/3/2019,1000,,,
50,,5/4/2019,500,,,
50,,5/5/2019,500,,,
50,,21/05/2019,500,,,
50,,23/06/2019,500,,,
50,,4/8/2019,500,,,
50,,1/9/2019,500,,,
50,,1/10/2019,500,,,
50,,31/10/2019,500,,,
50,,3/12/2019,500,,,
50,,3/1/2020,500,,,
51,,2/2/2019,1000,,,
51,,1/3/2019,1000,,,
51,,5/4/2019,1000,,,
51,,9/5/2019,4000,,,
51,,2/11/2019,1000,,,
51,,26/11/2019,1000,,,
51,,12/1/2020,1000,,,
52,,3/2/2019,1000,,,
52,,2/3/2019,1000,,,
52,,5/4/2019,1000,,,
52,,5/5/2019,1000,,,
52,,21/05/2019,1000,,,
52,,23/06/2019,1000,,,
52,,4/8/2019,1000,,,
52,,1/9/2019,1000,,,
52,,1/10/2019,1000,,,
52,,6/11/2019,1000,,,
52,,4/12/2019,1000,,,
52,,28/11/2019,1000,,,
53,,4/2/2019,500,,,
53,,26/02/2019,500,,,
53,,2/4/2019,500,,,
53,,28/04/2019,500,,,
53,,30/05/2019,500,,,
53,,30/06/2019,500,,,
53,,30/07/2019,500,,,
53,,27/08/2019,500,,,
53,,29/09/2019,500,,,
53,,1/12/2019,500,,,
53,,29/11/2019,500,,,
54,,4/2/2019,500,,,
54,,26/02/2019,500,,,
54,,2/4/2019,500,,,
54,,28/04/2019,10500,,,
54,,30/05/2019,500,,,
54,,30/06/2019,10500,,,
54,,30/07/2019,500,,,
54,,27/08/2019,500,,,
54,,29/09/2019,500,,,
54,,1/12/2019,500,,,
54,,29/11/2019,500,,,
55,,12/1/2019,50000,,,
56,,19/02/2019,1000,,,
56,,24/03/2019,1000,,,
